"","not_paid","verified","purpose","installment","int_rate","home_ownership","grdCtoA","annual_inc"
"796",1,0,"debt_consolidation",142.8,17.09,"RENT",0,61000
"797",0,1,"debt_consolidation",195.61,10.42,"MORTGAGE",1,105000
"798",1,0,"debt_consolidation",626.46,7.97,"RENT",1,75000
"799",1,1,"credit_card",461.13,13.59,"MORTGAGE",0,98000
"800",0,1,"home_improvement",128.94,9.93,"MORTGAGE",1,70000
"801",1,1,"debt_consolidation",391.54,26.3,"MORTGAGE",0,48000
"802",0,1,"home_improvement",332.1,11.99,"MORTGAGE",1,68000
"803",1,1,"debt_consolidation",651.75,20,"MORTGAGE",0,60000
"804",0,0,"home_improvement",290.11,9.93,"MORTGAGE",1,120000
"805",1,1,"credit_card",428.38,17.09,"OWN",0,120000
"806",0,1,"home_improvement",41.91,9.93,"MORTGAGE",1,57000
"807",0,0,"debt_consolidation",660.09,19.03,"RENT",0,3e+05
"808",1,1,"debt_consolidation",289.47,18.06,"RENT",0,55000
"809",1,0,"debt_consolidation",258.9,6.08,"MORTGAGE",1,68000
"810",0,1,"debt_consolidation",332.86,9.44,"OWN",1,54000
"811",1,0,"debt_consolidation",751.75,7.97,"RENT",1,60000
"812",1,0,"debt_consolidation",635.86,20,"RENT",0,45000
"813",1,1,"debt_consolidation",502.67,12.62,"RENT",0,30000
"814",1,1,"major_purchase",175.84,16.02,"RENT",0,138000
"815",1,0,"debt_consolidation",655.08,30.65,"RENT",0,64000
"816",0,1,"debt_consolidation",716.91,9.44,"MORTGAGE",1,90000
"817",0,1,"debt_consolidation",199.88,6.72,"MORTGAGE",1,83000
"818",0,0,"home_improvement",46.99,7.97,"OWN",1,110000
"819",0,0,"debt_consolidation",327.69,21.45,"RENT",0,50000
"820",0,1,"home_improvement",166.52,15.05,"MORTGAGE",0,78000
"821",0,0,"debt_consolidation",251.68,9.44,"MORTGAGE",1,120000
"822",0,1,"credit_card",527.51,16.02,"RENT",0,217000
"823",0,0,"home_improvement",620.75,7.35,"MORTGAGE",1,52000
"824",0,0,"debt_consolidation",273.74,14.08,"RENT",0,48300
"825",1,0,"debt_consolidation",249.37,19.03,"RENT",0,42000
"826",1,1,"debt_consolidation",135.92,13.59,"OWN",0,30000
"827",1,1,"debt_consolidation",973.15,16.02,"MORTGAGE",0,2e+05
"828",0,0,"debt_consolidation",80.59,9.93,"RENT",1,63000
"829",1,1,"credit_card",457.75,10.91,"RENT",1,65000
"830",1,1,"major_purchase",813.64,18.06,"OWN",0,110000
"831",0,0,"home_improvement",448.07,9.44,"OWN",1,140000
"832",1,1,"debt_consolidation",855.42,14.08,"RENT",0,89000
"833",1,0,"debt_consolidation",193.32,22.91,"RENT",0,65000
"834",1,1,"debt_consolidation",259.72,10.42,"RENT",1,40000
"835",1,1,"home_improvement",830.63,19.03,"MORTGAGE",0,80000
"836",0,0,"small_business",237.86,13.59,"RENT",0,50000
"837",0,1,"debt_consolidation",238.17,15.05,"MORTGAGE",0,45760
"838",1,1,"debt_consolidation",400.39,19.03,"MORTGAGE",0,104000
"839",1,0,"credit_card",626.46,7.97,"MORTGAGE",1,80000
"840",1,1,"debt_consolidation",611.68,21.45,"RENT",0,60000
"841",0,1,"debt_consolidation",266.88,11.99,"MORTGAGE",1,92560
"842",0,0,"debt_consolidation",256.04,9.44,"MORTGAGE",1,60000
"843",1,1,"debt_consolidation",171.35,17.09,"MORTGAGE",0,80000
"844",1,1,"major_purchase",421.96,30.17,"RENT",0,39040
"845",0,0,"debt_consolidation",212.13,9.93,"OWN",1,84000
"846",0,1,"credit_card",355.03,25.82,"MORTGAGE",0,42000
"847",1,1,"debt_consolidation",379.07,21.45,"MORTGAGE",0,29000
"848",0,0,"major_purchase",180.69,5.32,"MORTGAGE",1,69000
"849",1,0,"debt_consolidation",633.01,16.02,"OWN",0,150000
"850",0,1,"debt_consolidation",1328.39,11.99,"OWN",1,60000
"851",1,0,"credit_card",169.9,13.59,"MORTGAGE",0,90000
"852",1,1,"home_improvement",142.8,17.09,"OWN",0,70000
"853",0,0,"debt_consolidation",379.07,21.45,"RENT",0,68727
"854",0,1,"debt_consolidation",38.67,22.91,"OWN",0,55000
"855",1,1,"debt_consolidation",234.58,12.62,"RENT",0,50000
"856",0,0,"debt_consolidation",973.15,16.02,"RENT",0,50000
"857",0,1,"debt_consolidation",603.56,24.85,"OWN",0,89164
"858",0,1,"debt_consolidation",531.36,11.99,"RENT",1,65000
"859",1,0,"debt_consolidation",587.56,21.45,"MORTGAGE",0,105000
"860",0,1,"debt_consolidation",428.38,17.09,"MORTGAGE",0,24756
"861",0,0,"debt_consolidation",277.52,15.05,"RENT",0,70000
"862",1,0,"debt_consolidation",573.97,23.88,"MORTGAGE",0,21840
"863",0,0,"credit_card",318.74,17.09,"RENT",0,78000
"864",0,1,"debt_consolidation",350.2,12.62,"OWN",0,50000
"865",1,0,"credit_card",322.35,9.93,"RENT",1,35000
"866",0,1,"debt_consolidation",256.7,19.03,"RENT",0,25189
"867",1,0,"debt_consolidation",476.33,15.05,"MORTGAGE",0,50006
"868",1,1,"debt_consolidation",691.59,18.06,"MORTGAGE",0,82250
"869",0,0,"debt_consolidation",144.03,9.44,"MORTGAGE",1,67500
"870",1,0,"debt_consolidation",271.84,13.59,"RENT",0,59000
"871",0,1,"debt_consolidation",684.33,14.08,"MORTGAGE",0,80000
"872",0,1,"credit_card",510.91,16.02,"RENT",0,70000
"873",0,0,"home_improvement",297.35,7.21,"MORTGAGE",1,232000
"874",0,1,"debt_consolidation",428.38,17.09,"RENT",0,35000
"875",1,0,"debt_consolidation",1503.89,30.94,"RENT",0,10000
"876",0,0,"debt_consolidation",104.07,15.05,"MORTGAGE",0,36000
"877",0,1,"debt_consolidation",927.28,7.07,"MORTGAGE",1,124432
"878",1,1,"debt_consolidation",849.48,13.59,"MORTGAGE",0,145000
"879",1,1,"debt_consolidation",837.79,12.62,"MORTGAGE",0,118000
"880",0,0,"credit_card",424.26,9.93,"MORTGAGE",1,70000
"881",0,0,"home_improvement",465.57,7.35,"MORTGAGE",1,63000
"882",0,1,"home_improvement",130.09,7.21,"MORTGAGE",1,31000
"883",0,1,"credit_card",644.69,9.93,"OWN",1,45000
"884",0,0,"credit_card",162.33,10.42,"RENT",1,68500
"885",1,1,"credit_card",111.24,26.3,"OWN",0,30000
"886",0,1,"debt_consolidation",209.53,9.93,"RENT",1,25000
"887",1,1,"debt_consolidation",451.78,26.3,"MORTGAGE",0,107500
"888",0,0,"debt_consolidation",326.97,10.91,"RENT",1,70000
"889",1,1,"debt_consolidation",583.89,16.02,"MORTGAGE",0,106000
"890",0,1,"debt_consolidation",836.79,21.45,"RENT",0,48000
"891",1,0,"credit_card",320.05,9.44,"RENT",1,87000
"892",0,0,"debt_consolidation",364.94,16.02,"MORTGAGE",0,69000
"893",0,0,"debt_consolidation",278.76,7.21,"RENT",1,50000
"894",0,1,"debt_consolidation",622.03,17.09,"MORTGAGE",0,60000
"895",0,0,"home_improvement",199.26,11.99,"MORTGAGE",1,122500
"896",1,1,"home_improvement",659.85,28.72,"RENT",0,55000
"897",1,1,"credit_card",249.89,17.09,"MORTGAGE",0,56000
"898",0,0,"debt_consolidation",360.95,12.62,"MORTGAGE",0,80000
"899",1,1,"credit_card",248.15,12.62,"MORTGAGE",0,28000
"900",1,0,"home_improvement",160.03,9.44,"MORTGAGE",1,125000
"901",1,1,"home_improvement",520.35,15.05,"OWN",0,55000
"902",1,0,"debt_consolidation",1040.7,15.05,"OWN",0,140000
"903",1,1,"home_improvement",536.36,10.42,"MORTGAGE",1,50000
"904",1,0,"debt_consolidation",140.96,7.97,"MORTGAGE",1,70000
"905",1,1,"debt_consolidation",688.77,23.88,"MORTGAGE",0,85666
"906",0,0,"credit_card",320.05,9.44,"MORTGAGE",1,175000
"907",1,1,"credit_card",513.25,14.08,"RENT",0,40000
"908",1,1,"small_business",298.82,17.09,"OWN",0,60000
"909",1,1,"home_improvement",270.71,12.62,"MORTGAGE",0,40000
"910",1,1,"debt_consolidation",879.18,16.02,"MORTGAGE",0,149612
"911",0,1,"debt_consolidation",1144.37,10.91,"RENT",1,135000
"912",1,1,"credit_card",107.1,17.09,"MORTGAGE",0,30000
"913",0,1,"home_improvement",132.02,19.03,"MORTGAGE",0,56000
"914",0,1,"credit_card",608.22,16.02,"RENT",0,52000
"915",1,0,"debt_consolidation",175.84,16.02,"RENT",0,30000
"916",1,1,"debt_consolidation",1197.58,14.08,"MORTGAGE",0,202000
"917",0,1,"debt_consolidation",175.84,16.02,"MORTGAGE",0,50400
"918",1,0,"debt_consolidation",483.52,9.93,"MORTGAGE",1,32000
"919",0,0,"debt_consolidation",168.81,16.02,"RENT",0,34500
"920",1,0,"debt_consolidation",568.14,10.42,"RENT",1,78000
"921",1,1,"debt_consolidation",309.1,7.07,"MORTGAGE",1,50000
"922",1,1,"debt_consolidation",347.36,18.06,"OWN",0,48000
"923",0,1,"debt_consolidation",216.62,13.59,"MORTGAGE",0,41000
"924",0,0,"debt_consolidation",93.12,7.35,"RENT",1,69800
"925",1,0,"major_purchase",64.01,9.44,"OWN",1,68000
"926",1,1,"credit_card",693.8,15.05,"OWN",0,220000
"927",1,0,"debt_consolidation",251.34,12.62,"MORTGAGE",0,76790
"928",0,0,"debt_consolidation",1280.2,9.44,"RENT",1,104000
"929",0,1,"debt_consolidation",117.29,12.62,"MORTGAGE",0,82000
"930",0,0,"credit_card",68.29,7.35,"RENT",1,41500
"931",0,1,"debt_consolidation",526.75,24.85,"MORTGAGE",0,60300
"932",0,1,"debt_consolidation",877.91,24.85,"MORTGAGE",0,120000
"933",1,1,"major_purchase",512.82,14.08,"MORTGAGE",0,85000
"934",1,0,"debt_consolidation",356.98,17.09,"RENT",0,50000
"935",1,0,"debt_consolidation",313.23,7.97,"MORTGAGE",1,66000
"936",1,1,"credit_card",384.06,9.44,"RENT",1,60000
"937",0,1,"debt_consolidation",311.49,19.03,"MORTGAGE",0,81400
"938",1,0,"debt_consolidation",179.83,10.91,"RENT",1,27000
"939",0,0,"debt_consolidation",173.45,15.05,"RENT",0,58280
"940",1,1,"debt_consolidation",697.23,17.09,"MORTGAGE",0,125000
"941",1,0,"debt_consolidation",773.26,22.91,"RENT",0,80000
"942",1,1,"debt_consolidation",324.65,10.42,"RENT",1,21600
"943",1,1,"debt_consolidation",693.8,15.05,"MORTGAGE",0,85000
"944",0,0,"debt_consolidation",87.71,7.97,"MORTGAGE",1,93000
"945",1,1,"debt_consolidation",924.23,13.59,"RENT",0,64000
"946",1,1,"debt_consolidation",381.06,15.05,"MORTGAGE",0,1e+05
"947",0,0,"home_improvement",83.78,12.62,"MORTGAGE",0,70000
"948",1,0,"credit_card",1053.08,17.09,"RENT",0,67885
"949",0,1,"debt_consolidation",283.67,7.97,"MORTGAGE",1,50000
"950",0,1,"debt_consolidation",154.55,7.07,"OWN",1,90000
"951",0,1,"debt_consolidation",239.52,14.08,"MORTGAGE",0,68000
"952",1,0,"credit_card",125.3,7.97,"RENT",1,30000
"953",0,0,"debt_consolidation",338.39,12.62,"OWN",0,38000
"954",0,1,"debt_consolidation",386.28,24.85,"MORTGAGE",0,114000
"955",0,0,"home_improvement",100.54,12.62,"MORTGAGE",0,65000
"956",1,1,"debt_consolidation",498.02,17.09,"RENT",0,50000
"957",0,1,"credit_card",94.76,7.97,"MORTGAGE",1,72000
"958",0,0,"credit_card",150.35,7.97,"RENT",1,31500
"959",0,1,"debt_consolidation",1046.22,21.45,"MORTGAGE",0,60000
"960",0,0,"debt_consolidation",407.75,13.59,"RENT",0,59075
"961",1,1,"debt_consolidation",192.03,9.44,"RENT",1,88000
"962",1,1,"debt_consolidation",131.56,7.97,"OWN",1,14400
"963",1,1,"debt_consolidation",234.58,12.62,"RENT",0,32000
"964",0,0,"home_improvement",579.95,22.91,"MORTGAGE",0,170000
"965",0,1,"debt_consolidation",386.82,9.93,"MORTGAGE",1,67000
"966",1,0,"debt_consolidation",451.78,26.3,"MORTGAGE",0,30000
"967",0,0,"debt_consolidation",485.92,12.62,"MORTGAGE",0,85000
"968",1,1,"credit_card",751.75,7.97,"RENT",1,59000
"969",1,0,"debt_consolidation",620.75,7.35,"MORTGAGE",1,90000
"970",0,1,"debt_consolidation",109.5,14.08,"MORTGAGE",0,56000
"971",1,0,"debt_consolidation",188.02,23.88,"RENT",0,94000
"972",1,1,"debt_consolidation",243.95,9.93,"MORTGAGE",1,75000
"973",1,1,"small_business",406.82,18.06,"RENT",0,88000
"974",0,1,"debt_consolidation",167.56,12.62,"RENT",0,60000
"975",1,1,"debt_consolidation",657.6,9.93,"MORTGAGE",1,250000
"976",1,1,"home_improvement",265.68,11.99,"OWN",1,70000
"977",0,1,"credit_card",830.24,11.99,"MORTGAGE",1,1e+05
"978",1,0,"credit_card",335.12,12.62,"RENT",0,42000
"979",0,0,"debt_consolidation",791.92,6.08,"OWN",1,115000
"980",1,1,"home_improvement",962.58,10.42,"MORTGAGE",1,115000
"981",1,1,"home_improvement",180.97,12.62,"MORTGAGE",0,82000
"982",0,1,"credit_card",458.05,16.02,"RENT",0,60000
"983",1,1,"debt_consolidation",775.69,25.82,"MORTGAGE",0,90000
"984",1,1,"debt_consolidation",588.54,10.91,"OWN",1,110000
"985",0,1,"debt_consolidation",97.14,15.05,"RENT",0,15000
"986",1,1,"debt_consolidation",250.59,7.97,"MORTGAGE",1,60000
"987",0,1,"debt_consolidation",323.72,17.09,"OWN",0,74166.53
"988",0,0,"credit_card",461.24,6.72,"MORTGAGE",1,65000
"989",1,1,"debt_consolidation",774.86,23.88,"MORTGAGE",0,118000
"990",0,0,"credit_card",147.6,6.72,"RENT",1,140000
"991",0,1,"debt_consolidation",273.74,14.08,"OWN",0,42000
"992",0,1,"credit_card",179.34,11.99,"MORTGAGE",1,115000
"993",1,1,"debt_consolidation",792.54,14.08,"MORTGAGE",0,92300
"994",1,1,"debt_consolidation",486.58,16.02,"MORTGAGE",0,55000
"995",0,0,"debt_consolidation",77.37,9.93,"RENT",1,20000
"996",1,0,"debt_consolidation",679.58,13.59,"RENT",0,46000
"997",1,1,"debt_consolidation",484.8,15.05,"RENT",0,50000
"998",0,0,"credit_card",314.59,9.44,"MORTGAGE",1,126000
"999",0,0,"debt_consolidation",703.34,16.02,"MORTGAGE",0,120000
"1000",0,1,"major_purchase",848.51,9.93,"RENT",1,136000
"1001",0,0,"debt_consolidation",367.02,9.44,"MORTGAGE",1,1e+05
"1002",1,1,"major_purchase",451.19,12.62,"MORTGAGE",0,92300
"1003",1,1,"major_purchase",1326.43,25.82,"OWN",0,66000
"1004",0,0,"home_improvement",78.31,7.97,"MORTGAGE",1,80000
"1005",0,0,"debt_consolidation",282.05,14.08,"MORTGAGE",0,70000
"1006",0,1,"debt_consolidation",428.7,15.05,"MORTGAGE",0,85000
"1007",0,1,"debt_consolidation",256.04,9.44,"MORTGAGE",1,90000
"1008",0,1,"credit_card",66.42,11.99,"MORTGAGE",1,176000
"1009",1,1,"home_improvement",848.51,9.93,"MORTGAGE",1,150000
"1010",0,1,"debt_consolidation",410.6,14.08,"RENT",0,45000
"1011",0,1,"home_improvement",635.86,20,"RENT",0,140000
"1012",0,1,"small_business",513.25,14.08,"RENT",0,2e+05
"1013",0,0,"credit_card",327.69,21.45,"RENT",0,85000
"1014",0,1,"credit_card",277.52,15.05,"MORTGAGE",0,230000
"1015",0,1,"debt_consolidation",261.27,25.82,"MORTGAGE",0,60470
"1016",0,0,"debt_consolidation",147.6,6.72,"RENT",1,98000
"1017",1,1,"home_improvement",316.51,16.02,"MORTGAGE",0,54000
"1018",1,0,"small_business",335.12,12.62,"RENT",0,80000
"1019",0,1,"debt_consolidation",154.73,9.93,"RENT",1,70000
"1020",0,0,"debt_consolidation",531.87,9.93,"MORTGAGE",1,63000
"1021",0,1,"debt_consolidation",333.43,15.05,"MORTGAGE",0,50000
"1022",0,1,"debt_consolidation",298.89,11.99,"MORTGAGE",1,105000
"1023",1,0,"debt_consolidation",220.03,19.03,"RENT",0,69666
"1024",1,1,"debt_consolidation",354.58,9.93,"MORTGAGE",1,75000
"1025",1,1,"credit_card",480.58,10.42,"RENT",1,1e+05
"1026",1,1,"debt_consolidation",682.83,7.35,"MORTGAGE",1,76000
"1027",0,0,"debt_consolidation",424.74,13.59,"RENT",0,55000
"1028",1,0,"debt_consolidation",546.15,21.45,"RENT",0,62000
"1029",0,1,"debt_consolidation",74.33,20,"RENT",0,55000
"1030",1,1,"debt_consolidation",685.4,17.09,"RENT",0,69000
"1031",1,1,"debt_consolidation",267.62,16.02,"MORTGAGE",0,1e+05
"1032",1,1,"credit_card",676.78,12.62,"RENT",0,62000
"1033",0,1,"debt_consolidation",279.72,14.08,"MORTGAGE",0,35000
"1034",1,1,"home_improvement",1501.96,30.84,"OWN",0,101000
"1035",0,0,"credit_card",772.5,30.17,"RENT",0,53000
"1036",1,0,"credit_card",1231.8,14.08,"RENT",0,96000
"1037",1,1,"debt_consolidation",253.28,18.06,"OWN",0,24000
"1038",1,1,"credit_card",476.33,15.05,"MORTGAGE",0,95000
"1039",0,1,"debt_consolidation",662.19,17.09,"MORTGAGE",0,42200
"1040",0,1,"debt_consolidation",597.02,19.03,"MORTGAGE",0,86000
"1041",0,1,"credit_card",160.03,9.44,"MORTGAGE",1,32000
"1042",0,1,"debt_consolidation",680.64,10.42,"MORTGAGE",1,75550
"1043",1,1,"debt_consolidation",529.88,20,"MORTGAGE",0,1e+05
"1044",1,1,"debt_consolidation",459.18,23.88,"MORTGAGE",0,98000
"1045",1,1,"home_improvement",580.22,9.93,"MORTGAGE",1,40000
"1046",1,0,"debt_consolidation",803.56,23.88,"RENT",0,70200
"1047",1,1,"debt_consolidation",154.87,7.21,"MORTGAGE",1,30500
"1048",1,1,"debt_consolidation",469.84,7.97,"MORTGAGE",1,89000
"1049",1,0,"debt_consolidation",460.88,9.44,"MORTGAGE",1,85000
"1050",0,0,"credit_card",52.71,5.32,"RENT",1,158000
"1051",0,0,"debt_consolidation",279.34,7.35,"MORTGAGE",1,41000
"1052",1,1,"debt_consolidation",175.84,16.02,"RENT",0,55000
"1053",0,0,"debt_consolidation",278.73,20,"RENT",0,70000
"1054",1,1,"debt_consolidation",789.3,28.72,"RENT",0,40000
"1055",0,0,"debt_consolidation",445.1,20,"MORTGAGE",0,45000
"1056",1,1,"debt_consolidation",342.17,14.08,"MORTGAGE",0,90000
"1057",1,1,"credit_card",64.47,9.93,"MORTGAGE",1,43000
"1058",1,1,"debt_consolidation",1150.5,30.84,"RENT",0,280000
"1059",1,0,"debt_consolidation",576.18,21.45,"RENT",0,125000
"1060",0,0,"debt_consolidation",98.09,10.91,"MORTGAGE",1,1e+05
"1061",1,1,"debt_consolidation",684.33,14.08,"RENT",0,62576
"1062",1,1,"home_improvement",679.58,13.59,"MORTGAGE",0,1e+05
"1063",1,0,"home_improvement",326.97,10.91,"OWN",1,28000
"1064",0,0,"debt_consolidation",520.35,15.05,"RENT",0,65000
"1065",1,0,"debt_consolidation",49.05,10.91,"RENT",1,30000
"1066",0,1,"debt_consolidation",475.71,13.59,"RENT",0,120000
"1067",1,0,"debt_consolidation",243.29,16.02,"OWN",0,28000
"1068",1,1,"debt_consolidation",789.57,12.62,"RENT",0,1e+05
"1069",0,1,"debt_consolidation",644.69,9.93,"RENT",1,55000
"1070",0,1,"debt_consolidation",473.58,28.72,"OWN",0,50000
"1071",1,0,"major_purchase",1249.42,17.09,"MORTGAGE",0,79000
"1072",0,0,"credit_card",219.26,7.97,"RENT",1,65000
"1073",0,0,"credit_card",199.26,11.99,"RENT",1,42000
"1074",1,1,"debt_consolidation",135.92,13.59,"RENT",0,25000
"1075",0,1,"debt_consolidation",254.69,12.62,"RENT",0,82000
"1076",1,0,"debt_consolidation",160.03,9.44,"RENT",1,30000
"1077",0,1,"debt_consolidation",270.71,12.62,"MORTGAGE",0,60000
"1078",1,0,"debt_consolidation",381.4,18.06,"MORTGAGE",0,36000
"1079",1,1,"debt_consolidation",257.88,9.93,"MORTGAGE",1,63000
"1080",1,1,"debt_consolidation",662.35,20,"RENT",0,70000
"1081",1,1,"debt_consolidation",519.15,19.03,"RENT",0,30000
"1082",1,0,"major_purchase",363.4,19.03,"RENT",0,50000
"1083",0,1,"debt_consolidation",243.49,10.42,"MORTGAGE",1,72000
"1084",0,1,"major_purchase",67.96,13.59,"MORTGAGE",0,90000
"1085",0,0,"home_improvement",301.19,26.3,"MORTGAGE",0,90000
"1086",0,1,"debt_consolidation",420.51,7.97,"MORTGAGE",1,33135
"1087",0,1,"home_improvement",693.8,15.05,"MORTGAGE",0,110000
"1088",1,1,"debt_consolidation",158.26,16.02,"RENT",0,45000
"1089",1,1,"debt_consolidation",1266.81,9.93,"OWN",1,60000
"1090",1,1,"debt_consolidation",660.09,19.03,"RENT",0,50000
"1091",0,1,"credit_card",64.01,9.44,"OWN",1,20000
"1092",0,1,"credit_card",373.79,19.03,"RENT",0,115000
"1093",1,1,"debt_consolidation",326.97,10.91,"RENT",1,36000
"1094",1,0,"debt_consolidation",563.98,12.62,"MORTGAGE",0,69500
"1095",0,1,"credit_card",175.84,16.02,"RENT",0,24000
"1096",0,1,"debt_consolidation",1105.01,28.72,"MORTGAGE",0,155000
"1097",0,0,"debt_consolidation",326.97,10.91,"RENT",1,50000
"1098",1,1,"debt_consolidation",486.98,10.42,"MORTGAGE",1,70000
"1099",1,1,"debt_consolidation",381.4,18.06,"MORTGAGE",0,80000
"1100",0,1,"debt_consolidation",895.02,25.82,"MORTGAGE",0,160000
"1101",0,0,"debt_consolidation",96.71,9.93,"RENT",1,80000
"1102",0,0,"debt_consolidation",222.99,20,"OWN",0,120000
"1103",0,1,"credit_card",1359.16,13.59,"MORTGAGE",0,140000
"1104",0,0,"credit_card",128.94,9.93,"MORTGAGE",1,80000
"1105",1,0,"major_purchase",62.65,7.97,"RENT",1,64000
"1106",0,1,"debt_consolidation",832.56,15.05,"MORTGAGE",0,77000
"1107",1,1,"home_improvement",1283.5,19.03,"MORTGAGE",0,169000
"1108",1,0,"credit_card",310.38,7.35,"RENT",1,107000
"1109",1,0,"credit_card",486.58,16.02,"MORTGAGE",0,85000
"1110",1,1,"credit_card",849.48,13.59,"OWN",0,155000
"1111",0,0,"home_improvement",309.74,7.21,"MORTGAGE",1,72000
"1112",0,1,"credit_card",317.93,20,"OWN",0,48000
"1113",1,0,"debt_consolidation",459.18,23.88,"RENT",0,140000
"1114",1,1,"debt_consolidation",960.15,9.44,"MORTGAGE",1,55000
"1115",1,1,"debt_consolidation",222.02,15.05,"OWN",0,53000
"1116",1,1,"debt_consolidation",235.02,23.88,"OWN",0,30000
"1117",0,0,"debt_consolidation",257.88,9.93,"MORTGAGE",1,85000
"1118",1,0,"debt_consolidation",318.19,9.93,"RENT",1,93000
"1119",0,0,"home_improvement",512.34,17.09,"MORTGAGE",0,97970
"1120",0,1,"debt_consolidation",1300.73,20,"MORTGAGE",0,90000
"1121",1,0,"debt_consolidation",713.56,13.59,"RENT",0,150000
"1122",1,0,"debt_consolidation",973.95,10.42,"RENT",1,1e+05
"1123",0,1,"credit_card",530.32,9.93,"MORTGAGE",1,23500
"1124",1,1,"debt_consolidation",628.07,21.45,"MORTGAGE",0,62000
"1125",1,0,"credit_card",231.82,7.07,"RENT",1,38000
"1126",1,1,"debt_consolidation",529.88,20,"MORTGAGE",0,71000
"1127",1,1,"debt_consolidation",467.12,16.02,"RENT",0,62000
"1128",1,1,"credit_card",410.72,19.03,"OWN",0,95680
"1129",1,1,"debt_consolidation",1070.93,17.09,"RENT",0,35000
"1130",1,1,"debt_consolidation",185.82,20,"MORTGAGE",0,41600
"1131",1,1,"debt_consolidation",624.9,9.44,"MORTGAGE",1,39058
"1132",1,0,"debt_consolidation",595.21,24.85,"OWN",0,55000
"1133",0,1,"credit_card",466.2,14.08,"RENT",0,50400
"1134",1,1,"debt_consolidation",1055.01,16.02,"MORTGAGE",0,70000
"1135",0,0,"debt_consolidation",154.87,7.21,"MORTGAGE",1,109000
"1136",0,0,"debt_consolidation",178.49,17.09,"MORTGAGE",0,43000
"1137",1,0,"debt_consolidation",490.45,10.91,"RENT",1,45000
"1138",1,1,"major_purchase",418.45,11.99,"MORTGAGE",1,30000
"1139",1,1,"debt_consolidation",1038.55,7.07,"MORTGAGE",1,103000
"1140",0,1,"debt_consolidation",777.06,15.05,"MORTGAGE",0,130000
"1141",0,1,"debt_consolidation",284.78,18.06,"RENT",0,35000
"1142",0,1,"debt_consolidation",326.97,10.91,"MORTGAGE",1,98788
"1143",1,0,"debt_consolidation",297.31,20,"RENT",0,63000
"1144",0,0,"credit_card",189.91,16.02,"MORTGAGE",0,70000
"1145",1,1,"debt_consolidation",148.66,20,"MORTGAGE",0,40000
"1146",0,1,"debt_consolidation",375.88,7.97,"MORTGAGE",1,6e+05
"1147",0,1,"debt_consolidation",155.69,14.08,"MORTGAGE",0,60000
"1148",1,1,"debt_consolidation",318.55,26.3,"MORTGAGE",0,42500
"1149",0,1,"debt_consolidation",361.93,12.62,"MORTGAGE",0,57358
"1150",0,1,"credit_card",485.66,15.05,"RENT",0,50000
"1151",1,1,"debt_consolidation",409.61,21.45,"MORTGAGE",0,80000
"1152",1,1,"debt_consolidation",871.54,17.09,"OWN",0,144000
"1153",0,0,"debt_consolidation",206.3,9.93,"OWN",1,65000
"1154",0,1,"debt_consolidation",796.84,17.09,"MORTGAGE",0,160000
"1155",1,1,"debt_consolidation",936.63,15.05,"MORTGAGE",0,95000
"1156",0,1,"debt_consolidation",393.05,30.65,"RENT",0,70000
"1157",0,1,"debt_consolidation",268.09,12.62,"RENT",0,74000
"1158",1,1,"major_purchase",440.06,19.03,"RENT",0,125582
"1159",0,1,"debt_consolidation",833.98,11.99,"MORTGAGE",1,75000
"1160",1,1,"debt_consolidation",298.37,14.08,"MORTGAGE",0,92000
"1161",0,1,"debt_consolidation",173.45,15.05,"RENT",0,60000
"1162",1,1,"debt_consolidation",415.32,19.03,"MORTGAGE",0,120000
"1163",1,1,"debt_consolidation",415.32,19.03,"RENT",0,45000
"1164",0,0,"debt_consolidation",264.94,20,"MORTGAGE",0,45000
"1165",0,0,"credit_card",289.12,11.99,"MORTGAGE",1,110000
"1166",1,1,"debt_consolidation",448.22,17.09,"RENT",0,90000
"1167",0,1,"debt_consolidation",640.1,9.44,"RENT",1,80000
"1168",0,1,"debt_consolidation",713.43,30.84,"RENT",0,1e+05
"1169",1,0,"debt_consolidation",253.28,18.06,"RENT",0,80000
"1170",0,1,"debt_consolidation",1019.37,13.59,"MORTGAGE",0,80000
"1171",0,1,"credit_card",490.45,10.91,"MORTGAGE",1,70000
"1172",1,1,"debt_consolidation",778.72,19.03,"MORTGAGE",0,2e+05
"1173",0,1,"home_improvement",203.88,13.59,"MORTGAGE",0,105000
"1174",0,0,"credit_card",199.26,11.99,"RENT",1,39665.6
"1175",0,0,"debt_consolidation",271.84,13.59,"RENT",0,65000
"1176",0,0,"debt_consolidation",184.5,6.72,"RENT",1,65000
"1177",0,1,"home_improvement",219.64,7.35,"MORTGAGE",1,47000
"1178",0,0,"credit_card",240.04,9.44,"MORTGAGE",1,44000
"1179",0,1,"credit_card",156.62,7.97,"MORTGAGE",1,44160
"1180",1,0,"debt_consolidation",672.11,9.44,"MORTGAGE",1,65000
"1181",0,0,"debt_consolidation",668.95,20,"MORTGAGE",0,110000
"1182",0,0,"debt_consolidation",357.25,15.05,"OWN",0,41000
"1183",1,0,"debt_consolidation",513.25,14.08,"MORTGAGE",0,75000
"1184",1,1,"debt_consolidation",688.08,13.59,"RENT",0,31600
"1185",1,1,"debt_consolidation",1280.2,9.44,"MORTGAGE",1,260000
"1186",1,1,"debt_consolidation",303.26,21.45,"RENT",0,48000
